period,type,canton,group,value
2025Q2,estimate,ZG,Laboratoires,36.37
2025Q2,estimate,ZG,Médecins (ambulatoire) sans laboratoire,245.06
2025Q2,estimate,ZG,Médicaments (médecin),102.29
2025Q2,estimate,ZG,Pharmacies,88.68
2025Q2,estimate,ZG,Physiothérapeutes,40.37
2025Q2,estimate,ZG,SPITEX (soins à domicile),20.25
2025Q2,estimate,ZH,Autres,39.23
2025Q2,estimate,ZH,Etablissements médico-sociaux,52.08
2025Q2,estimate,ZH,Hôpitaux (ambulatoire),223.85
2025Q2,estimate,ZH,Hôpitaux (séjours),208.62
2025Q2,estimate,ZH,Laboratoire cabinet médical,21.50
2025Q2,estimate,ZH,Laboratoires,31.97
2025Q2,estimate,ZH,Médecins (ambulatoire) sans laboratoire,292.54
2025Q2,estimate,ZH,Médicaments (médecin),103.88
2025Q2,estimate,ZH,Pharmacies,109.35
2025Q2,estimate,ZH,Physiothérapeutes,44.30
2025Q2,estimate,ZH,SPITEX (soins à domicile),50.05
2025Q2,estimate,CH,Autres,1249.85
2025Q2,estimate,CH,Etablissements médico-sociaux,1666.22
2025Q2,estimate,CH,Hôpitaux (ambulatoire),6356.83
2025Q2,estimate,CH,Hôpitaux (séjours),5884.25
2025Q2,estimate,CH,Laboratoire cabinet médical,513.01
2025Q2,estimate,CH,Laboratoires,799.64
2025Q2,estimate,CH,Médecins (ambulatoire) sans laboratoire,6131.93
2025Q2,estimate,CH,Médicaments (médecin),2147.22
2025Q2,estimate,CH,Pharmacies,3382.31
2025Q2,estimate,CH,Physiothérapeutes,1070.13
2025Q2,estimate,CH,SPITEX (soins à domicile),982.44
2025Q3,estimate,AG,Autres,35.46
2025Q3,estimate,AG,Etablissements médico-sociaux,47.66
2025Q3,estimate,AG,Hôpitaux (ambulatoire),272.18
2025Q3,estimate,AG,Hôpitaux (séjours),227.77
2025Q3,estimate,AG,Laboratoire cabinet médical,19.99
2025Q3,estimate,AG,Laboratoires,23.60
2025Q3,estimate,AG,Médecins (ambulatoire) sans laboratoire,223.85
2025Q3,estimate,AG,Médicaments (médecin),41.98
2025Q3,estimate,AG,Pharmacies,179.66
2025Q3,estimate,AG,Physiothérapeutes,41.43
2025Q3,estimate,AG,SPITEX (soins à domicile),37.49
2025Q3,estimate,AI,Autres,41.74
2025Q3,estimate,AI,Etablissements médico-sociaux,66.63
2025Q3,estimate,AI,Hôpitaux (ambulatoire),175.65
2025Q3,estimate,AI,Hôpitaux (séjours),196.20
2025Q3,estimate,AI,Laboratoire cabinet médical,16.49
2025Q3,estimate,AI,Laboratoires,22.71
2025Q3,estimate,AI,Médecins (ambulatoire) sans laboratoire,169.41
2025Q3,estimate,AI,Médicaments (médecin),104.67
2025Q3,estimate,AI,Pharmacies,37.56
2025Q3,estimate,AI,Physiothérapeutes,23.32
2025Q3,estimate,AI,SPITEX (soins à domicile),40.22
2025Q3,estimate,AR,Autres,39.76
2025Q3,estimate,AR,Etablissements médico-sociaux,76.31
2025Q3,estimate,AR,Hôpitaux (ambulatoire),222.71
2025Q3,estimate,AR,Hôpitaux (séjours),238.51
2025Q3,estimate,AR,Laboratoire cabinet médical,18.59
2025Q3,estimate,AR,Laboratoires,28.89
2025Q3,estimate,AR,Médecins (ambulatoire) sans laboratoire,202.84
2025Q3,estimate,AR,Médicaments (médecin),122.28
2025Q3,estimate,AR,Pharmacies,61.21
2025Q3,estimate,AR,Physiothérapeutes,31.57
2025Q3,estimate,AR,SPITEX (soins à domicile),29.53
2025Q3,estimate,BE,Autres,49.41
2025Q3,estimate,BE,Etablissements médico-sociaux,79.89
2025Q3,estimate,BE,Hôpitaux (ambulatoire),237.39
2025Q3,estimate,BE,Hôpitaux (séjours),232.40
2025Q3,estimate,BE,Laboratoire cabinet médical,20.76
2025Q3,estimate,BE,Laboratoires,29.17
2025Q3,estimate,BE,Médecins (ambulatoire) sans laboratoire,246.58
2025Q3,estimate,BE,Médicaments (médecin),91.13
2025Q3,estimate,BE,Pharmacies,153.15
2025Q3,estimate,BE,Physiothérapeutes,34.59
2025Q3,estimate,BE,SPITEX (soins à domicile),45.54
2025Q3,estimate,BL,Autres,39.59
2025Q3,estimate,BL,Etablissements médico-sociaux,59.73
2025Q3,estimate,BL,Hôpitaux (ambulatoire),267.91
2025Q3,estimate,BL,Hôpitaux (séjours),277.03
2025Q3,estimate,BL,Laboratoire cabinet médical,20.69
2025Q3,estimate,BL,Laboratoires,28.12
2025Q3,estimate,BL,Médecins (ambulatoire) sans laboratoire,274.20
2025Q3,estimate,BL,Médicaments (médecin),101.69
2025Q3,estimate,BL,Pharmacies,149.57
2025Q3,estimate,BL,Physiothérapeutes,52.51
2025Q3,estimate,BL,SPITEX (soins à domicile),53.11
2025Q3,estimate,BS,Autres,30.49
2025Q3,estimate,BS,Etablissements médico-sociaux,74.51
2025Q3,estimate,BS,Hôpitaux (ambulatoire),304.39
2025Q3,estimate,BS,Hôpitaux (séjours),299.05
2025Q3,estimate,BS,Laboratoire cabinet médical,18.55
2025Q3,estimate,BS,Laboratoires,29.88
2025Q3,estimate,BS,Médecins (ambulatoire) sans laboratoire,267.63
2025Q3,estimate,BS,Médicaments (médecin),29.92
2025Q3,estimate,BS,Pharmacies,231.23
2025Q3,estimate,BS,Physiothérapeutes,55.15
2025Q3,estimate,BS,SPITEX (soins à domicile),52.66
2025Q3,estimate,FR,Autres,55.96
2025Q3,estimate,FR,Etablissements médico-sociaux,56.45
2025Q3,estimate,FR,Hôpitaux (ambulatoire),233.59
2025Q3,estimate,FR,Hôpitaux (séjours),190.75
2025Q3,estimate,FR,Laboratoire cabinet médical,18.35
2025Q3,estimate,FR,Laboratoires,31.09
2025Q3,estimate,FR,Médecins (ambulatoire) sans laboratoire,258.72
2025Q3,estimate,FR,Médicaments (médecin),33.26
2025Q3,estimate,FR,Pharmacies,202.36
2025Q3,estimate,FR,Physiothérapeutes,38.14
2025Q3,estimate,FR,SPITEX (soins à domicile),31.10
2025Q3,estimate,GE,Autres,53.03
2025Q3,estimate,GE,Etablissements médico-sociaux,72.56
2025Q3,estimate,GE,Hôpitaux (ambulatoire),281.18
2025Q3,estimate,GE,Hôpitaux (séjours),240.60
2025Q3,estimate,GE,Laboratoire cabinet médical,11.42
2025Q3,estimate,GE,Laboratoires,53.06
2025Q3,estimate,GE,Médecins (ambulatoire) sans laboratoire,368.40
2025Q3,estimate,GE,Médicaments (médecin),24.38
2025Q3,estimate,GE,Pharmacies,232.29
2025Q3,estimate,GE,Physiothérapeutes,64.76
2025Q3,estimate,GE,SPITEX (soins à domicile),43.09
2025Q3,estimate,GL,Autres,41.59
2025Q3,estimate,GL,Etablissements médico-sociaux,63.22
2025Q3,estimate,GL,Hôpitaux (ambulatoire),253.89
2025Q3,estimate,GL,Hôpitaux (séjours),244.44
2025Q3,estimate,GL,Laboratoire cabinet médical,18.64
2025Q3,estimate,GL,Laboratoires,25.75
2025Q3,estimate,GL,Médecins (ambulatoire) sans laboratoire,168.83
2025Q3,estimate,GL,Médicaments (médecin),121.05
2025Q3,estimate,GL,Pharmacies,77.87
2025Q3,estimate,GL,Physiothérapeutes,33.67
2025Q3,estimate,GL,SPITEX (soins à domicile),31.86
2025Q3,estimate,GR,Autres,38.35
2025Q3,estimate,GR,Etablissements médico-sociaux,57.84
2025Q3,estimate,GR,Hôpitaux (ambulatoire),276.41
2025Q3,estimate,GR,Hôpitaux (séjours),204.63
2025Q3,estimate,GR,Laboratoire cabinet médical,18.60
2025Q3,estimate,GR,Laboratoires,24.95
2025Q3,estimate,GR,Médecins (ambulatoire) sans laboratoire,198.67
2025Q3,estimate,GR,Médicaments (médecin),63.68
2025Q3,estimate,GR,Pharmacies,151.32
2025Q3,estimate,GR,Physiothérapeutes,33.84
2025Q3,estimate,GR,SPITEX (soins à domicile),30.59
2025Q3,estimate,JU,Autres,58.19
2025Q3,estimate,JU,Etablissements médico-sociaux,98.24
2025Q3,estimate,JU,Hôpitaux (ambulatoire),320.33
2025Q3,estimate,JU,Hôpitaux (séjours),289.56
2025Q3,estimate,JU,Laboratoire cabinet médical,14.84
2025Q3,estimate,JU,Laboratoires,26.69
2025Q3,estimate,JU,Médecins (ambulatoire) sans laboratoire,222.35
2025Q3,estimate,JU,Médicaments (médecin),30.05
2025Q3,estimate,JU,Pharmacies,237.14
2025Q3,estimate,JU,Physiothérapeutes,42.57
2025Q3,estimate,JU,SPITEX (soins à domicile),67.86
2025Q3,estimate,LU,Autres,36.75
2025Q3,estimate,LU,Etablissements médico-sociaux,69.13
2025Q3,estimate,LU,Hôpitaux (ambulatoire),254.67
2025Q3,estimate,LU,Hôpitaux (séjours),201.97
2025Q3,estimate,LU,Laboratoire cabinet médical,19.20
2025Q3,estimate,LU,Laboratoires,25.56
2025Q3,estimate,LU,Médecins (ambulatoire) sans laboratoire,207.61
2025Q3,estimate,LU,Médicaments (médecin),126.10
2025Q3,estimate,LU,Pharmacies,68.31
2025Q3,estimate,LU,Physiothérapeutes,33.77
2025Q3,estimate,LU,SPITEX (soins à domicile),35.74
2025Q3,estimate,NE,Autres,65.53
2025Q3,estimate,NE,Etablissements médico-sociaux,90.27
2025Q3,estimate,NE,Hôpitaux (ambulatoire),267.11
2025Q3,estimate,NE,Hôpitaux (séjours),204.34
2025Q3,estimate,NE,Laboratoire cabinet médical,11.84
2025Q3,estimate,NE,Laboratoires,50.83
2025Q3,estimate,NE,Médecins (ambulatoire) sans laboratoire,231.53
2025Q3,estimate,NE,Médicaments (médecin),24.42
2025Q3,estimate,NE,Pharmacies,250.23
2025Q3,estimate,NE,Physiothérapeutes,43.70
2025Q3,estimate,NE,SPITEX (soins à domicile),55.34
2025Q3,estimate,NW,Autres,29.64
2025Q3,estimate,NW,Etablissements médico-sociaux,61.49
2025Q3,estimate,NW,Hôpitaux (ambulatoire),302.91
2025Q3,estimate,NW,Hôpitaux (séjours),207.29
2025Q3,estimate,NW,Laboratoire cabinet médical,17.80
2025Q3,estimate,NW,Laboratoires,23.53
2025Q3,estimate,NW,Médecins (ambulatoire) sans laboratoire,180.58
2025Q3,estimate,NW,Médicaments (médecin),120.43
2025Q3,estimate,NW,Pharmacies,72.25
2025Q3,estimate,NW,Physiothérapeutes,31.35
2025Q3,estimate,NW,SPITEX (soins à domicile),26.51
2025Q3,estimate,OW,Autres,34.79
2025Q3,estimate,OW,Etablissements médico-sociaux,57.16
2025Q3,estimate,OW,Hôpitaux (ambulatoire),287.47
2025Q3,estimate,OW,Hôpitaux (séjours),192.78
2025Q3,estimate,OW,Laboratoire cabinet médical,18.50
2025Q3,estimate,OW,Laboratoires,26.89
2025Q3,estimate,OW,Médecins (ambulatoire) sans laboratoire,157.15
2025Q3,estimate,OW,Médicaments (médecin),126.32
2025Q3,estimate,OW,Pharmacies,60.38
2025Q3,estimate,OW,Physiothérapeutes,32.10
2025Q3,estimate,OW,SPITEX (soins à domicile),23.93
2025Q3,estimate,SG,Autres,47.09
2025Q3,estimate,SG,Etablissements médico-sociaux,59.08
2025Q3,estimate,SG,Hôpitaux (ambulatoire),218.07
2025Q3,estimate,SG,Hôpitaux (séjours),222.83
2025Q3,estimate,SG,Laboratoire cabinet médical,19.31
2025Q3,estimate,SG,Laboratoires,30.28
2025Q3,estimate,SG,Médecins (ambulatoire) sans laboratoire,219.37
2025Q3,estimate,SG,Médicaments (médecin),130.75
2025Q3,estimate,SG,Pharmacies,67.80
2025Q3,estimate,SG,Physiothérapeutes,38.55
2025Q3,estimate,SG,SPITEX (soins à domicile),31.42
2025Q3,estimate,SH,Autres,40.08
2025Q3,estimate,SH,Etablissements médico-sociaux,73.35
2025Q3,estimate,SH,Hôpitaux (ambulatoire),340.56
2025Q3,estimate,SH,Hôpitaux (séjours),266.69
2025Q3,estimate,SH,Laboratoire cabinet médical,20.70
2025Q3,estimate,SH,Laboratoires,25.07
2025Q3,estimate,SH,Médecins (ambulatoire) sans laboratoire,206.37
2025Q3,estimate,SH,Médicaments (médecin),113.46
2025Q3,estimate,SH,Pharmacies,133.71
2025Q3,estimate,SH,Physiothérapeutes,46.15
2025Q3,estimate,SH,SPITEX (soins à domicile),36.19
2025Q3,estimate,SO,Autres,40.62
2025Q3,estimate,SO,Etablissements médico-sociaux,59.89
2025Q3,estimate,SO,Hôpitaux (ambulatoire),292.44
2025Q3,estimate,SO,Hôpitaux (séjours),245.01
2025Q3,estimate,SO,Laboratoire cabinet médical,21.95
2025Q3,estimate,SO,Laboratoires,26.22
2025Q3,estimate,SO,Médecins (ambulatoire) sans laboratoire,237.88
2025Q3,estimate,SO,Médicaments (médecin),135.20
2025Q3,estimate,SO,Pharmacies,113.97
2025Q3,estimate,SO,Physiothérapeutes,37.27
2025Q3,estimate,SO,SPITEX (soins à domicile),37.96
2025Q3,estimate,SZ,Autres,37.53
2025Q3,estimate,SZ,Etablissements médico-sociaux,59.06
2025Q3,estimate,SZ,Hôpitaux (ambulatoire),217.21
2025Q3,estimate,SZ,Hôpitaux (séjours),208.15
2025Q3,estimate,SZ,Laboratoire cabinet médical,22.83
2025Q3,estimate,SZ,Laboratoires,30.61
2025Q3,estimate,SZ,Médecins (ambulatoire) sans laboratoire,256.72
2025Q3,estimate,SZ,Médicaments (médecin),133.14
2025Q3,estimate,SZ,Pharmacies,63.58
2025Q3,estimate,SZ,Physiothérapeutes,38.35
2025Q3,estimate,SZ,SPITEX (soins à domicile),28.10
2025Q3,estimate,TG,Autres,37.88
2025Q3,estimate,TG,Etablissements médico-sociaux,53.91
2025Q3,estimate,TG,Hôpitaux (ambulatoire),247.92
2025Q3,estimate,TG,Hôpitaux (séjours),230.82
2025Q3,estimate,TG,Laboratoire cabinet médical,17.96
2025Q3,estimate,TG,Laboratoires,23.76
2025Q3,estimate,TG,Médecins (ambulatoire) sans laboratoire,195.04
2025Q3,estimate,TG,Médicaments (médecin),112.33
2025Q3,estimate,TG,Pharmacies,75.94
2025Q3,estimate,TG,Physiothérapeutes,43.69
2025Q3,estimate,TG,SPITEX (soins à domicile),35.11
2025Q3,estimate,TI,Autres,84.09
2025Q3,estimate,TI,Etablissements médico-sociaux,117.28
2025Q3,estimate,TI,Hôpitaux (ambulatoire),220.15
2025Q3,estimate,TI,Hôpitaux (séjours),248.36
2025Q3,estimate,TI,Laboratoire cabinet médical,20.07
2025Q3,estimate,TI,Laboratoires,39.65
2025Q3,estimate,TI,Médecins (ambulatoire) sans laboratoire,295.36
2025Q3,estimate,TI,Médicaments (médecin),34.62
2025Q3,estimate,TI,Pharmacies,241.85
2025Q3,estimate,TI,Physiothérapeutes,68.59
2025Q3,estimate,TI,SPITEX (soins à domicile),71.52
2025Q3,estimate,UR,Autres,28.74
2025Q3,estimate,UR,Etablissements médico-sociaux,71.65
2025Q3,estimate,UR,Hôpitaux (ambulatoire),284.12
2025Q3,estimate,UR,Hôpitaux (séjours),193.89
2025Q3,estimate,UR,Laboratoire cabinet médical,20.95
2025Q3,estimate,UR,Laboratoires,19.68
2025Q3,estimate,UR,Médecins (ambulatoire) sans laboratoire,152.50
2025Q3,estimate,UR,Médicaments (médecin),120.87
2025Q3,estimate,UR,Pharmacies,37.75
2025Q3,estimate,UR,Physiothérapeutes,26.27
2025Q3,estimate,UR,SPITEX (soins à domicile),26.43
2025Q3,estimate,VD,Autres,57.86
2025Q3,estimate,VD,Etablissements médico-sociaux,70.87
2025Q3,estimate,VD,Hôpitaux (ambulatoire),287.21
2025Q3,estimate,VD,Hôpitaux (séjours),197.21
2025Q3,estimate,VD,Laboratoire cabinet médical,14.79
2025Q3,estimate,VD,Laboratoires,35.72
2025Q3,estimate,VD,Médecins (ambulatoire) sans laboratoire,285.36
2025Q3,estimate,VD,Médicaments (médecin),27.94
2025Q3,estimate,VD,Pharmacies,218.39
2025Q3,estimate,VD,Physiothérapeutes,53.10
2025Q3,estimate,VD,SPITEX (soins à domicile),55.66
2025Q3,estimate,VS,Autres,48.16
2025Q3,estimate,VS,Etablissements médico-sociaux,77.95
2025Q3,estimate,VS,Hôpitaux (ambulatoire),237.97
2025Q3,estimate,VS,Hôpitaux (séjours),204.76
2025Q3,estimate,VS,Laboratoire cabinet médical,16.62
2025Q3,estimate,VS,Laboratoires,23.66
2025Q3,estimate,VS,Médecins (ambulatoire) sans laboratoire,226.93
2025Q3,estimate,VS,Médicaments (médecin),25.34
2025Q3,estimate,VS,Pharmacies,211.41
2025Q3,estimate,VS,Physiothérapeutes,40.91
2025Q3,estimate,VS,SPITEX (soins à domicile),39.78
2025Q3,estimate,ZG,Autres,29.68
2025Q3,estimate,ZG,Etablissements médico-sociaux,51.95
2025Q3,estimate,ZG,Hôpitaux (ambulatoire),195.78
2025Q3,estimate,ZG,Hôpitaux (séjours),188.03
2025Q3,estimate,ZG,Laboratoire cabinet médical,17.66
2025Q3,estimate,ZG,Laboratoires,36.33
2025Q3,estimate,ZG,Médecins (ambulatoire) sans laboratoire,237.09
2025Q3,estimate,ZG,Médicaments (médecin),105.26
2025Q3,estimate,ZG,Pharmacies,88.71
2025Q3,estimate,ZG,Physiothérapeutes,41.12
2025Q3,estimate,ZG,SPITEX (soins à domicile),22.52
2025Q3,estimate,ZH,Autres,32.52
2025Q3,estimate,ZH,Etablissements médico-sociaux,55.97
2025Q3,estimate,ZH,Hôpitaux (ambulatoire),222.77
2025Q3,estimate,ZH,Hôpitaux (séjours),211.10
2025Q3,estimate,ZH,Laboratoire cabinet médical,20.04
2025Q3,estimate,ZH,Laboratoires,31.05
2025Q3,estimate,ZH,Médecins (ambulatoire) sans laboratoire,287.31
2025Q3,estimate,ZH,Médicaments (médecin),108.03
2025Q3,estimate,ZH,Pharmacies,115.71
2025Q3,estimate,ZH,Physiothérapeutes,46.04
2025Q3,estimate,ZH,SPITEX (soins à domicile),53.66
2025Q3,estimate,CH,Autres,1134.53
2025Q3,estimate,CH,Etablissements médico-sociaux,1782.05
2025Q3,estimate,CH,Hôpitaux (ambulatoire),6721.99
2025Q3,estimate,CH,Hôpitaux (séjours),5864.17
2025Q3,estimate,CH,Laboratoire cabinet médical,477.14
2025Q3,estimate,CH,Laboratoires,772.75
2025Q3,estimate,CH,Médecins (ambulatoire) sans laboratoire,5978.28
2025Q3,estimate,CH,Médicaments (médecin),2208.30
2025Q3,estimate,CH,Pharmacies,3533.35
2025Q3,estimate,CH,Physiothérapeutes,1072.51
2025Q3,estimate,CH,SPITEX (soins à domicile),1042.92
2025Q4,forecast,AG,Autres,82.02
2025Q4,forecast,AG,Etablissements médico-sociaux,45.54
2025Q4,forecast,AG,Hôpitaux (ambulatoire),274.56
2025Q4,forecast,AG,Hôpitaux (séjours),237.56
2025Q4,forecast,AG,Laboratoire cabinet médical,24.00
2025Q4,forecast,AG,Laboratoires,21.93
2025Q4,forecast,AG,Médecins (ambulatoire) sans laboratoire,247.71
2025Q4,forecast,AG,Médicaments (médecin),47.09
2025Q4,forecast,AG,Pharmacies,191.34
2025Q4,forecast,AG,Physiothérapeutes,43.66
2025Q4,forecast,AG,SPITEX (soins à domicile),35.49
2025Q4,forecast,AI,Autres,58.93
2025Q4,forecast,AI,Etablissements médico-sociaux,63.81
2025Q4,forecast,AI,Hôpitaux (ambulatoire),188.61
2025Q4,forecast,AI,Hôpitaux (séjours),228.64
2025Q4,forecast,AI,Laboratoire cabinet médical,18.31
2025Q4,forecast,AI,Laboratoires,16.37
2025Q4,forecast,AI,Médecins (ambulatoire) sans laboratoire,176.82
2025Q4,forecast,AI,Médicaments (médecin),109.89
2025Q4,forecast,AI,Pharmacies,38.70
2025Q4,forecast,AI,Physiothérapeutes,24.62
2025Q4,forecast,AI,SPITEX (soins à domicile),35.86
2025Q4,forecast,AR,Autres,65.79
2025Q4,forecast,AR,Etablissements médico-sociaux,75.56
2025Q4,forecast,AR,Hôpitaux (ambulatoire),226.01
2025Q4,forecast,AR,Hôpitaux (séjours),246.79
2025Q4,forecast,AR,Laboratoire cabinet médical,21.72
2025Q4,forecast,AR,Laboratoires,21.26
2025Q4,forecast,AR,Médecins (ambulatoire) sans laboratoire,224.39
2025Q4,forecast,AR,Médicaments (médecin),129.05
2025Q4,forecast,AR,Pharmacies,63.76
2025Q4,forecast,AR,Physiothérapeutes,35.61
2025Q4,forecast,AR,SPITEX (soins à domicile),30.93
2025Q4,forecast,BE,Autres,87.66
2025Q4,forecast,BE,Etablissements médico-sociaux,76.96
2025Q4,forecast,BE,Hôpitaux (ambulatoire),256.59
2025Q4,forecast,BE,Hôpitaux (séjours),264.77
2025Q4,forecast,BE,Laboratoire cabinet médical,25.20
2025Q4,forecast,BE,Laboratoires,29.02
2025Q4,forecast,BE,Médecins (ambulatoire) sans laboratoire,275.38
2025Q4,forecast,BE,Médicaments (médecin),102.24
2025Q4,forecast,BE,Pharmacies,166.56
2025Q4,forecast,BE,Physiothérapeutes,39.84
2025Q4,forecast,BE,SPITEX (soins à domicile),44.25
2025Q4,forecast,BL,Autres,93.25
2025Q4,forecast,BL,Etablissements médico-sociaux,59.35
2025Q4,forecast,BL,Hôpitaux (ambulatoire),302.87
2025Q4,forecast,BL,Hôpitaux (séjours),298.45
2025Q4,forecast,BL,Laboratoire cabinet médical,26.14
2025Q4,forecast,BL,Laboratoires,28.12
2025Q4,forecast,BL,Médecins (ambulatoire) sans laboratoire,312.56
2025Q4,forecast,BL,Médicaments (médecin),111.51
2025Q4,forecast,BL,Pharmacies,162.21
2025Q4,forecast,BL,Physiothérapeutes,57.39
2025Q4,forecast,BL,SPITEX (soins à domicile),47.70
2025Q4,forecast,BS,Autres,110.72
2025Q4,forecast,BS,Etablissements médico-sociaux,73.08
2025Q4,forecast,BS,Hôpitaux (ambulatoire),287.35
2025Q4,forecast,BS,Hôpitaux (séjours),327.57
2025Q4,forecast,BS,Laboratoire cabinet médical,23.87
2025Q4,forecast,BS,Laboratoires,31.10
2025Q4,forecast,BS,Médecins (ambulatoire) sans laboratoire,308.76
2025Q4,forecast,BS,Médicaments (médecin),37.55
2025Q4,forecast,BS,Pharmacies,243.34
2025Q4,forecast,BS,Physiothérapeutes,62.06
2025Q4,forecast,BS,SPITEX (soins à domicile),51.29
2025Q4,forecast,FR,Autres,93.61
2025Q4,forecast,FR,Etablissements médico-sociaux,51.71
2025Q4,forecast,FR,Hôpitaux (ambulatoire),228.66
2025Q4,forecast,FR,Hôpitaux (séjours),189.89
2025Q4,forecast,FR,Laboratoire cabinet médical,21.72
2025Q4,forecast,FR,Laboratoires,31.53
2025Q4,forecast,FR,Médecins (ambulatoire) sans laboratoire,277.61
2025Q4,forecast,FR,Médicaments (médecin),36.66
2025Q4,forecast,FR,Pharmacies,206.74
2025Q4,forecast,FR,Physiothérapeutes,40.24
2025Q4,forecast,FR,SPITEX (soins à domicile),32.15
2025Q4,forecast,GE,Autres,122.34
2025Q4,forecast,GE,Etablissements médico-sociaux,69.29
2025Q4,forecast,GE,Hôpitaux (ambulatoire),302.86
2025Q4,forecast,GE,Hôpitaux (séjours),244.90
2025Q4,forecast,GE,Laboratoire cabinet médical,15.58
2025Q4,forecast,GE,Laboratoires,61.51
2025Q4,forecast,GE,Médecins (ambulatoire) sans laboratoire,441.66
2025Q4,forecast,GE,Médicaments (médecin),28.92
2025Q4,forecast,GE,Pharmacies,252.78
2025Q4,forecast,GE,Physiothérapeutes,69.51
2025Q4,forecast,GE,SPITEX (soins à domicile),43.32
2025Q4,forecast,GL,Autres,79.14
2025Q4,forecast,GL,Etablissements médico-sociaux,68.42
2025Q4,forecast,GL,Hôpitaux (ambulatoire),248.91
2025Q4,forecast,GL,Hôpitaux (séjours),233.37
2025Q4,forecast,GL,Laboratoire cabinet médical,22.21
2025Q4,forecast,GL,Laboratoires,22.27
2025Q4,forecast,GL,Médecins (ambulatoire) sans laboratoire,182.55
2025Q4,forecast,GL,Médicaments (médecin),129.15
2025Q4,forecast,GL,Pharmacies,83.30
2025Q4,forecast,GL,Physiothérapeutes,40.68
2025Q4,forecast,GL,SPITEX (soins à domicile),29.48
2025Q4,forecast,GR,Autres,68.84
2025Q4,forecast,GR,Etablissements médico-sociaux,57.52
2025Q4,forecast,GR,Hôpitaux (ambulatoire),257.13
2025Q4,forecast,GR,Hôpitaux (séjours),216.56
2025Q4,forecast,GR,Laboratoire cabinet médical,22.50
2025Q4,forecast,GR,Laboratoires,26.60
2025Q4,forecast,GR,Médecins (ambulatoire) sans laboratoire,230.48
2025Q4,forecast,GR,Médicaments (médecin),70.04
2025Q4,forecast,GR,Pharmacies,157.90
2025Q4,forecast,GR,Physiothérapeutes,38.49
2025Q4,forecast,GR,SPITEX (soins à domicile),31.07
2025Q4,forecast,JU,Autres,105.92
2025Q4,forecast,JU,Etablissements médico-sociaux,95.92
2025Q4,forecast,JU,Hôpitaux (ambulatoire),279.70
2025Q4,forecast,JU,Hôpitaux (séjours),298.18
2025Q4,forecast,JU,Laboratoire cabinet médical,17.83
2025Q4,forecast,JU,Laboratoires,27.15
2025Q4,forecast,JU,Médecins (ambulatoire) sans laboratoire,255.18
2025Q4,forecast,JU,Médicaments (médecin),32.82
2025Q4,forecast,JU,Pharmacies,235.81
2025Q4,forecast,JU,Physiothérapeutes,48.36
2025Q4,forecast,JU,SPITEX (soins à domicile),64.07
2025Q4,forecast,LU,Autres,69.09
2025Q4,forecast,LU,Etablissements médico-sociaux,62.58
2025Q4,forecast,LU,Hôpitaux (ambulatoire),221.93
2025Q4,forecast,LU,Hôpitaux (séjours),188.70
2025Q4,forecast,LU,Laboratoire cabinet médical,21.49
2025Q4,forecast,LU,Laboratoires,24.43
2025Q4,forecast,LU,Médecins (ambulatoire) sans laboratoire,218.57
2025Q4,forecast,LU,Médicaments (médecin),128.11
2025Q4,forecast,LU,Pharmacies,68.47
2025Q4,forecast,LU,Physiothérapeutes,34.43
2025Q4,forecast,LU,SPITEX (soins à domicile),32.88
2025Q4,forecast,NE,Autres,116.73
2025Q4,forecast,NE,Etablissements médico-sociaux,92.59
2025Q4,forecast,NE,Hôpitaux (ambulatoire),293.60
2025Q4,forecast,NE,Hôpitaux (séjours),249.97
2025Q4,forecast,NE,Laboratoire cabinet médical,15.64
2025Q4,forecast,NE,Laboratoires,51.46
2025Q4,forecast,NE,Médecins (ambulatoire) sans laboratoire,272.71
2025Q4,forecast,NE,Médicaments (médecin),29.84
2025Q4,forecast,NE,Pharmacies,263.17
2025Q4,forecast,NE,Physiothérapeutes,51.51
2025Q4,forecast,NE,SPITEX (soins à domicile),55.71
2025Q4,forecast,NW,Autres,83.77
2025Q4,forecast,NW,Etablissements médico-sociaux,55.80
2025Q4,forecast,NW,Hôpitaux (ambulatoire),301.31
2025Q4,forecast,NW,Hôpitaux (séjours),199.64
2025Q4,forecast,NW,Laboratoire cabinet médical,21.18
2025Q4,forecast,NW,Laboratoires,21.09
2025Q4,forecast,NW,Médecins (ambulatoire) sans laboratoire,209.84
2025Q4,forecast,NW,Médicaments (médecin),130.40
2025Q4,forecast,NW,Pharmacies,84.44
2025Q4,forecast,NW,Physiothérapeutes,34.68
2025Q4,forecast,NW,SPITEX (soins à domicile),27.13
2025Q4,forecast,OW,Autres,69.64
2025Q4,forecast,OW,Etablissements médico-sociaux,56.21
2025Q4,forecast,OW,Hôpitaux (ambulatoire),273.94
2025Q4,forecast,OW,Hôpitaux (séjours),182.41
2025Q4,forecast,OW,Laboratoire cabinet médical,19.70
2025Q4,forecast,OW,Laboratoires,24.72
2025Q4,forecast,OW,Médecins (ambulatoire) sans laboratoire,180.27
2025Q4,forecast,OW,Médicaments (médecin),127.42
2025Q4,forecast,OW,Pharmacies,66.95
2025Q4,forecast,OW,Physiothérapeutes,32.95
2025Q4,forecast,OW,SPITEX (soins à domicile),20.79
2025Q4,forecast,SG,Autres,64.75
2025Q4,forecast,SG,Etablissements médico-sociaux,54.82
