Period,Canton,Cost_Group,Value,Type
2025Q1,NE,Hôpitaux (séjours),223.41,Historical
2025Q1,NE,Laboratoire cabinet médical,13.04,Historical
2025Q1,NE,Laboratoires,52.62,Historical
2025Q1,NE,Médecins (ambulatoire) sans laboratoire,251.05,Historical
2025Q1,NE,Médicaments (médecin),24.95,Historical
2025Q1,NE,Pharmacies,237.35,Historical
2025Q1,NE,Physiothérapeutes,41.03,Historical
2025Q1,NE,SPITEX (soins à domicile),50.86,Historical
2025Q1,NE,Total,1335.69,Historical
2025Q1,NW,Autres,45.91,Historical
2025Q1,NW,Etablissements médico-sociaux,60.81,Historical
2025Q1,NW,Hôpitaux (ambulatoire),291.09,Historical
2025Q1,NW,Hôpitaux (séjours),173.23,Historical
2025Q1,NW,Laboratoire cabinet médical,18.29,Historical
2025Q1,NW,Laboratoires,23.01,Historical
2025Q1,NW,Médecins (ambulatoire) sans laboratoire,172.99,Historical
2025Q1,NW,Médicaments (médecin),116.73,Historical
2025Q1,NW,Pharmacies,66.74,Historical
2025Q1,NW,Physiothérapeutes,31.75,Historical
2025Q1,NW,SPITEX (soins à domicile),26.30,Historical
2025Q1,NW,Total,1026.85,Historical
2025Q1,OW,Autres,43.90,Historical
2025Q1,OW,Etablissements médico-sociaux,60.17,Historical
2025Q1,OW,Hôpitaux (ambulatoire),254.02,Historical
2025Q1,OW,Hôpitaux (séjours),186.76,Historical
2025Q1,OW,Laboratoire cabinet médical,17.78,Historical
2025Q1,OW,Laboratoires,26.20,Historical
2025Q1,OW,Médecins (ambulatoire) sans laboratoire,153.42,Historical
2025Q1,OW,Médicaments (médecin),119.09,Historical
2025Q1,OW,Pharmacies,51.94,Historical
2025Q1,OW,Physiothérapeutes,32.25,Historical
2025Q1,OW,SPITEX (soins à domicile),21.01,Historical
2025Q1,OW,Total,966.54,Historical
2025Q1,SG,Autres,52.51,Historical
2025Q1,SG,Etablissements médico-sociaux,57.58,Historical
2025Q1,SG,Hôpitaux (ambulatoire),178.56,Historical
2025Q1,SG,Hôpitaux (séjours),221.64,Historical
2025Q1,SG,Laboratoire cabinet médical,20.91,Historical
2025Q1,SG,Laboratoires,24.84,Historical
2025Q1,SG,Médecins (ambulatoire) sans laboratoire,222.82,Historical
2025Q1,SG,Médicaments (médecin),128.37,Historical
2025Q1,SG,Pharmacies,65.32,Historical
2025Q1,SG,Physiothérapeutes,37.60,Historical
2025Q1,SG,SPITEX (soins à domicile),29.54,Historical
2025Q1,SG,Total,1039.69,Historical
2025Q1,SH,Autres,54.88,Historical
2025Q1,SH,Etablissements médico-sociaux,72.71,Historical
2025Q1,SH,Hôpitaux (ambulatoire),162.06,Historical
2025Q1,SH,Hôpitaux (séjours),222.42,Historical
2025Q1,SH,Laboratoire cabinet médical,21.89,Historical
2025Q1,SH,Laboratoires,25.76,Historical
2025Q1,SH,Médecins (ambulatoire) sans laboratoire,208.71,Historical
2025Q1,SH,Médicaments (médecin),116.25,Historical
2025Q1,SH,Pharmacies,118.06,Historical
2025Q1,SH,Physiothérapeutes,44.96,Historical
2025Q1,SH,SPITEX (soins à domicile),34.78,Historical
2025Q1,SH,Total,1082.49,Historical
2025Q1,SO,Autres,57.10,Historical
2025Q1,SO,Etablissements médico-sociaux,57.84,Historical
2025Q1,SO,Hôpitaux (ambulatoire),276.43,Historical
2025Q1,SO,Hôpitaux (séjours),236.59,Historical
2025Q1,SO,Laboratoire cabinet médical,22.35,Historical
2025Q1,SO,Laboratoires,27.00,Historical
2025Q1,SO,Médecins (ambulatoire) sans laboratoire,233.91,Historical
2025Q1,SO,Médicaments (médecin),128.42,Historical
2025Q1,SO,Pharmacies,112.27,Historical
2025Q1,SO,Physiothérapeutes,37.72,Historical
2025Q1,SO,SPITEX (soins à domicile),35.52,Historical
2025Q1,SO,Total,1225.15,Historical
2025Q1,SZ,Autres,47.67,Historical
2025Q1,SZ,Etablissements médico-sociaux,55.25,Historical
2025Q1,SZ,Hôpitaux (ambulatoire),187.08,Historical
2025Q1,SZ,Hôpitaux (séjours),215.67,Historical
2025Q1,SZ,Laboratoire cabinet médical,24.65,Historical
2025Q1,SZ,Laboratoires,30.24,Historical
2025Q1,SZ,Médecins (ambulatoire) sans laboratoire,248.57,Historical
2025Q1,SZ,Médicaments (médecin),131.74,Historical
2025Q1,SZ,Pharmacies,59.01,Historical
2025Q1,SZ,Physiothérapeutes,37.70,Historical
2025Q1,SZ,SPITEX (soins à domicile),26.74,Historical
2025Q1,SZ,Total,1064.32,Historical
2025Q1,TG,Autres,50.42,Historical
2025Q1,TG,Etablissements médico-sociaux,54.60,Historical
2025Q1,TG,Hôpitaux (ambulatoire),224.87,Historical
2025Q1,TG,Hôpitaux (séjours),233.59,Historical
2025Q1,TG,Laboratoire cabinet médical,19.29,Historical
2025Q1,TG,Laboratoires,20.98,Historical
2025Q1,TG,Médecins (ambulatoire) sans laboratoire,199.16,Historical
2025Q1,TG,Médicaments (médecin),110.79,Historical
2025Q1,TG,Pharmacies,71.22,Historical
2025Q1,TG,Physiothérapeutes,43.15,Historical
2025Q1,TG,SPITEX (soins à domicile),32.49,Historical
2025Q1,TG,Total,1060.55,Historical
2025Q1,TI,Autres,123.99,Historical
2025Q1,TI,Etablissements médico-sociaux,111.53,Historical
2025Q1,TI,Hôpitaux (ambulatoire),181.86,Historical
2025Q1,TI,Hôpitaux (séjours),229.46,Historical
2025Q1,TI,Laboratoire cabinet médical,21.65,Historical
2025Q1,TI,Laboratoires,43.77,Historical
2025Q1,TI,Médecins (ambulatoire) sans laboratoire,305.63,Historical
2025Q1,TI,Médicaments (médecin),32.71,Historical
2025Q1,TI,Pharmacies,240.60,Historical
2025Q1,TI,Physiothérapeutes,74.81,Historical
2025Q1,TI,SPITEX (soins à domicile),70.49,Historical
2025Q1,TI,Total,1436.49,Historical
2025Q1,UR,Autres,37.37,Historical
2025Q1,UR,Etablissements médico-sociaux,74.61,Historical
2025Q1,UR,Hôpitaux (ambulatoire),267.62,Historical
2025Q1,UR,Hôpitaux (séjours),210.56,Historical
2025Q1,UR,Laboratoire cabinet médical,17.47,Historical
2025Q1,UR,Laboratoires,18.93,Historical
2025Q1,UR,Médecins (ambulatoire) sans laboratoire,129.60,Historical
2025Q1,UR,Médicaments (médecin),97.81,Historical
2025Q1,UR,Pharmacies,37.39,Historical
2025Q1,UR,Physiothérapeutes,26.70,Historical
2025Q1,UR,SPITEX (soins à domicile),25.18,Historical
2025Q1,UR,Total,943.25,Historical
2025Q1,VD,Autres,92.89,Historical
2025Q1,VD,Etablissements médico-sociaux,59.13,Historical
2025Q1,VD,Hôpitaux (ambulatoire),276.92,Historical
2025Q1,VD,Hôpitaux (séjours),191.29,Historical
2025Q1,VD,Laboratoire cabinet médical,16.17,Historical
2025Q1,VD,Laboratoires,36.05,Historical
2025Q1,VD,Médecins (ambulatoire) sans laboratoire,290.68,Historical
2025Q1,VD,Médicaments (médecin),26.88,Historical
2025Q1,VD,Pharmacies,201.40,Historical
2025Q1,VD,Physiothérapeutes,48.78,Historical
2025Q1,VD,SPITEX (soins à domicile),44.70,Historical
2025Q1,VD,Total,1284.91,Historical
2025Q1,VS,Autres,64.61,Historical
2025Q1,VS,Etablissements médico-sociaux,67.52,Historical
2025Q1,VS,Hôpitaux (ambulatoire),230.53,Historical
2025Q1,VS,Hôpitaux (séjours),194.76,Historical
2025Q1,VS,Laboratoire cabinet médical,18.00,Historical
2025Q1,VS,Laboratoires,24.04,Historical
2025Q1,VS,Médecins (ambulatoire) sans laboratoire,231.60,Historical
2025Q1,VS,Médicaments (médecin),24.94,Historical
2025Q1,VS,Pharmacies,192.62,Historical
2025Q1,VS,Physiothérapeutes,40.13,Historical
2025Q1,VS,SPITEX (soins à domicile),35.68,Historical
2025Q1,VS,Total,1124.44,Historical
2025Q1,ZG,Autres,49.58,Historical
2025Q1,ZG,Etablissements médico-sociaux,50.43,Historical
2025Q1,ZG,Hôpitaux (ambulatoire),176.59,Historical
2025Q1,ZG,Hôpitaux (séjours),168.93,Historical
2025Q1,ZG,Laboratoire cabinet médical,19.40,Historical
2025Q1,ZG,Laboratoires,36.87,Historical
2025Q1,ZG,Médecins (ambulatoire) sans laboratoire,237.78,Historical
2025Q1,ZG,Médicaments (médecin),102.52,Historical
2025Q1,ZG,Pharmacies,85.57,Historical
2025Q1,ZG,Physiothérapeutes,40.31,Historical
2025Q1,ZG,SPITEX (soins à domicile),20.65,Historical
2025Q1,ZG,Total,988.65,Historical
2025Q1,ZH,Autres,63.36,Historical
2025Q1,ZH,Etablissements médico-sociaux,53.96,Historical
2025Q1,ZH,Hôpitaux (ambulatoire),181.84,Historical
2025Q1,ZH,Hôpitaux (séjours),211.93,Historical
2025Q1,ZH,Laboratoire cabinet médical,20.94,Historical
2025Q1,ZH,Laboratoires,31.21,Historical
2025Q1,ZH,Médecins (ambulatoire) sans laboratoire,282.85,Historical
2025Q1,ZH,Médicaments (médecin),102.51,Historical
2025Q1,ZH,Pharmacies,108.27,Historical
2025Q1,ZH,Physiothérapeutes,46.28,Historical
2025Q1,ZH,SPITEX (soins à domicile),49.92,Historical
2025Q1,ZH,Total,1153.07,Historical
2025Q2,AG,Autres,-61.71,Forecast
2025Q2,AG,Etablissements médico-sociaux,15.02,Forecast
2025Q2,AG,Hôpitaux (ambulatoire),-132.85,Forecast
2025Q2,AG,Hôpitaux (séjours),194.66,Forecast
2025Q2,AG,Laboratoire cabinet médical,12.01,Forecast
2025Q2,AG,Laboratoires,-6.35,Forecast
2025Q2,AG,Médecins (ambulatoire) sans laboratoire,10.68,Forecast
2025Q2,AG,Médicaments (médecin),-11.24,Forecast
2025Q2,AG,Pharmacies,39.33,Forecast
2025Q2,AG,Physiothérapeutes,-32.47,Forecast
2025Q2,AG,SPITEX (soins à domicile),-21.51,Forecast
2025Q2,AG,Total,5.55,Forecast
2025Q2,AI,Autres,-31.75,Forecast
2025Q2,AI,Etablissements médico-sociaux,39.74,Forecast
2025Q2,AI,Hôpitaux (ambulatoire),-91.11,Forecast
2025Q2,AI,Hôpitaux (séjours),183.08,Forecast
2025Q2,AI,Laboratoire cabinet médical,10.54,Forecast
2025Q2,AI,Laboratoires,-2.39,Forecast
2025Q2,AI,Médecins (ambulatoire) sans laboratoire,9.78,Forecast
2025Q2,AI,Médicaments (médecin),54.01,Forecast
2025Q2,AI,Pharmacies,-51.72,Forecast
2025Q2,AI,Physiothérapeutes,-23.94,Forecast
2025Q2,AI,SPITEX (soins à domicile),-7.87,Forecast
2025Q2,AI,Total,88.35,Forecast
2025Q2,AR,Autres,-47.07,Forecast
2025Q2,AR,Etablissements médico-sociaux,47.66,Forecast
2025Q2,AR,Hôpitaux (ambulatoire),-145.27,Forecast
2025Q2,AR,Hôpitaux (séjours),207.80,Forecast
2025Q2,AR,Laboratoire cabinet médical,12.90,Forecast
2025Q2,AR,Laboratoires,-3.48,Forecast
2025Q2,AR,Médecins (ambulatoire) sans laboratoire,22.28,Forecast
2025Q2,AR,Médicaments (médecin),74.70,Forecast
2025Q2,AR,Pharmacies,-57.22,Forecast
2025Q2,AR,Physiothérapeutes,-29.90,Forecast
2025Q2,AR,SPITEX (soins à domicile),-15.95,Forecast
2025Q2,AR,Total,66.39,Forecast
2025Q2,BE,Autres,-33.03,Forecast
2025Q2,BE,Etablissements médico-sociaux,52.27,Forecast
2025Q2,BE,Hôpitaux (ambulatoire),-163.13,Forecast
2025Q2,BE,Hôpitaux (séjours),203.36,Forecast
2025Q2,BE,Laboratoire cabinet médical,14.51,Forecast
2025Q2,BE,Laboratoires,1.68,Forecast
2025Q2,BE,Médecins (ambulatoire) sans laboratoire,64.35,Forecast
2025Q2,BE,Médicaments (médecin),43.53,Forecast
2025Q2,BE,Pharmacies,28.10,Forecast
2025Q2,BE,Physiothérapeutes,-28.87,Forecast
2025Q2,BE,SPITEX (soins à domicile),-3.41,Forecast
2025Q2,BE,Total,179.34,Forecast
2025Q2,BL,Autres,-60.16,Forecast
2025Q2,BL,Etablissements médico-sociaux,24.99,Forecast
2025Q2,BL,Hôpitaux (ambulatoire),-201.86,Forecast
2025Q2,BL,Hôpitaux (séjours),257.12,Forecast
2025Q2,BL,Laboratoire cabinet médical,13.56,Forecast
2025Q2,BL,Laboratoires,-3.14,Forecast
2025Q2,BL,Médecins (ambulatoire) sans laboratoire,55.96,Forecast
2025Q2,BL,Médicaments (médecin),47.97,Forecast
2025Q2,BL,Pharmacies,0.27,Forecast
2025Q2,BL,Physiothérapeutes,-25.02,Forecast
2025Q2,BL,SPITEX (soins à domicile),-13.32,Forecast
2025Q2,BL,Total,96.35,Forecast
2025Q2,BS,Autres,-23.98,Forecast
2025Q2,BS,Etablissements médico-sociaux,50.22,Forecast
2025Q2,BS,Hôpitaux (ambulatoire),-95.95,Forecast
2025Q2,BS,Hôpitaux (séjours),297.26,Forecast
2025Q2,BS,Laboratoire cabinet médical,12.87,Forecast
2025Q2,BS,Laboratoires,4.87,Forecast
2025Q2,BS,Médecins (ambulatoire) sans laboratoire,91.40,Forecast
2025Q2,BS,Médicaments (médecin),-10.58,Forecast
2025Q2,BS,Pharmacies,112.96,Forecast
2025Q2,BS,Physiothérapeutes,-7.93,Forecast
2025Q2,BS,SPITEX (soins à domicile),2.76,Forecast
2025Q2,BS,Total,433.87,Forecast
2025Q2,CH,Autres,-39.65,Forecast
2025Q2,CH,Etablissements médico-sociaux,34.49,Forecast
2025Q2,CH,Hôpitaux (ambulatoire),-153.11,Forecast
2025Q2,CH,Hôpitaux (séjours),191.83,Forecast
2025Q2,CH,Laboratoire cabinet médical,11.95,Forecast
2025Q2,CH,Laboratoires,4.03,Forecast
2025Q2,CH,Médecins (ambulatoire) sans laboratoire,66.19,Forecast
2025Q2,CH,Médicaments (médecin),27.60,Forecast
2025Q2,CH,Pharmacies,22.30,Forecast
2025Q2,CH,Physiothérapeutes,-23.52,Forecast
2025Q2,CH,SPITEX (soins à domicile),-8.63,Forecast
2025Q2,CH,Total,133.45,Forecast
2025Q2,FR,Autres,-30.35,Forecast
2025Q2,FR,Etablissements médico-sociaux,18.81,Forecast
2025Q2,FR,Hôpitaux (ambulatoire),-138.25,Forecast
2025Q2,FR,Hôpitaux (séjours),161.93,Forecast
2025Q2,FR,Laboratoire cabinet médical,11.31,Forecast
2025Q2,FR,Laboratoires,4.70,Forecast
2025Q2,FR,Médecins (ambulatoire) sans laboratoire,60.67,Forecast
2025Q2,FR,Médicaments (médecin),-15.30,Forecast
2025Q2,FR,Pharmacies,60.04,Forecast
2025Q2,FR,Physiothérapeutes,-30.15,Forecast
2025Q2,FR,SPITEX (soins à domicile),-17.63,Forecast
2025Q2,FR,Total,85.75,Forecast
2025Q2,GE,Autres,-25.98,Forecast
2025Q2,GE,Etablissements médico-sociaux,34.11,Forecast
2025Q2,GE,Hôpitaux (ambulatoire),-185.83,Forecast
2025Q2,GE,Hôpitaux (séjours),190.74,Forecast
2025Q2,GE,Laboratoire cabinet médical,3.85,Forecast
2025Q2,GE,Laboratoires,27.45,Forecast
2025Q2,GE,Médecins (ambulatoire) sans laboratoire,174.60,Forecast
2025Q2,GE,Médicaments (médecin),-30.51,Forecast
2025Q2,GE,Pharmacies,87.37,Forecast
2025Q2,GE,Physiothérapeutes,-13.17,Forecast
2025Q2,GE,SPITEX (soins à domicile),-14.04,Forecast
2025Q2,GE,Total,248.60,Forecast
2025Q2,GL,Autres,-37.48,Forecast
2025Q2,GL,Etablissements médico-sociaux,42.36,Forecast
2025Q2,GL,Hôpitaux (ambulatoire),-106.65,Forecast
2025Q2,GL,Hôpitaux (séjours),198.04,Forecast
2025Q2,GL,Laboratoire cabinet médical,14.27,Forecast
2025Q2,GL,Laboratoires,0.36,Forecast
2025Q2,GL,Médecins (ambulatoire) sans laboratoire,-8.93,Forecast
2025Q2,GL,Médicaments (médecin),81.75,Forecast
2025Q2,GL,Pharmacies,-32.10,Forecast
2025Q2,GL,Physiothérapeutes,-22.70,Forecast
2025Q2,GL,SPITEX (soins à domicile),-19.21,Forecast
2025Q2,GL,Total,109.70,Forecast
2025Q2,GR,Autres,-55.55,Forecast
2025Q2,GR,Etablissements médico-sociaux,31.09,Forecast
2025Q2,GR,Hôpitaux (ambulatoire),-160.61,Forecast
2025Q2,GR,Hôpitaux (séjours),168.18,Forecast
2025Q2,GR,Laboratoire cabinet médical,13.52,Forecast
2025Q2,GR,Laboratoires,1.12,Forecast
2025Q2,GR,Médecins (ambulatoire) sans laboratoire,13.80,Forecast
2025Q2,GR,Médicaments (médecin),19.93,Forecast
2025Q2,GR,Pharmacies,26.80,Forecast
2025Q2,GR,Physiothérapeutes,-28.06,Forecast
2025Q2,GR,SPITEX (soins à domicile),-17.13,Forecast
2025Q2,GR,Total,13.04,Forecast
2025Q2,JU,Autres,-45.05,Forecast
2025Q2,JU,Etablissements médico-sociaux,65.74,Forecast
2025Q2,JU,Hôpitaux (ambulatoire),-178.12,Forecast
2025Q2,JU,Hôpitaux (séjours),240.99,Forecast
2025Q2,JU,Laboratoire cabinet médical,5.60,Forecast
2025Q2,JU,Laboratoires,-3.16,Forecast
2025Q2,JU,Médecins (ambulatoire) sans laboratoire,-6.22,Forecast
2025Q2,JU,Médicaments (médecin),-27.18,Forecast
2025Q2,JU,Pharmacies,84.93,Forecast
2025Q2,JU,Physiothérapeutes,-37.58,Forecast
2025Q2,JU,SPITEX (soins à domicile),3.51,Forecast
2025Q2,JU,Total,103.44,Forecast
2025Q2,LU,Autres,-71.65,Forecast
2025Q2,LU,Etablissements médico-sociaux,29.31,Forecast
2025Q2,LU,Hôpitaux (ambulatoire),-223.85,Forecast
2025Q2,LU,Hôpitaux (séjours),161.07,Forecast
2025Q2,LU,Laboratoire cabinet médical,10.96,Forecast
2025Q2,LU,Laboratoires,-6.81,Forecast
2025Q2,LU,Médecins (ambulatoire) sans laboratoire,-20.54,Forecast
2025Q2,LU,Médicaments (médecin),62.89,Forecast
2025Q2,LU,Pharmacies,-81.54,Forecast
2025Q2,LU,Physiothérapeutes,-45.34,Forecast
2025Q2,LU,SPITEX (soins à domicile),-26.34,Forecast
2025Q2,LU,Total,-211.86,Forecast
2025Q2,NE,Autres,-9.89,Forecast
2025Q2,NE,Etablissements médico-sociaux,64.63,Forecast
2025Q2,NE,Hôpitaux (ambulatoire),-75.43,Forecast
2025Q2,NE,Hôpitaux (séjours),153.73,Forecast
2025Q2,NE,Laboratoire cabinet médical,5.66,Forecast
2025Q2,NE,Laboratoires,30.50,Forecast
2025Q2,NE,Médecins (ambulatoire) sans laboratoire,70.79,Forecast
2025Q2,NE,Médicaments (médecin),-15.63,Forecast
2025Q2,NE,Pharmacies,126.78,Forecast
2025Q2,NE,Physiothérapeutes,-16.65,Forecast
2025Q2,NE,SPITEX (soins à domicile),6.02,Forecast
2025Q2,NE,Total,340.50,Forecast
2025Q2,NW,Autres,-44.40,Forecast
2025Q2,NW,Etablissements médico-sociaux,34.29,Forecast
2025Q2,NW,Hôpitaux (ambulatoire),-153.59,Forecast
2025Q2,NW,Hôpitaux (séjours),153.63,Forecast
2025Q2,NW,Laboratoire cabinet médical,12.56,Forecast
2025Q2,NW,Laboratoires,1.17,Forecast
2025Q2,NW,Médecins (ambulatoire) sans laboratoire,23.37,Forecast
2025Q2,NW,Médicaments (médecin),85.07,Forecast
2025Q2,NW,Pharmacies,-41.59,Forecast
2025Q2,NW,Physiothérapeutes,-23.53,Forecast
2025Q2,NW,SPITEX (soins à domicile),-17.72,Forecast
2025Q2,NW,Total,29.26,Forecast
2025Q2,OW,Autres,-34.58,Forecast
2025Q2,OW,Etablissements médico-sociaux,30.84,Forecast
2025Q2,OW,Hôpitaux (ambulatoire),-36.09,Forecast
2025Q2,OW,Hôpitaux (séjours),160.58,Forecast
2025Q2,OW,Laboratoire cabinet médical,12.87,Forecast
2025Q2,OW,Laboratoires,5.37,Forecast
2025Q2,OW,Médecins (ambulatoire) sans laboratoire,12.44,Forecast
2025Q2,OW,Médicaments (médecin),83.42,Forecast
2025Q2,OW,Pharmacies,-35.23,Forecast
2025Q2,OW,Physiothérapeutes,-15.71,Forecast
2025Q2,OW,SPITEX (soins à domicile),-16.59,Forecast
2025Q2,OW,Total,167.29,Forecast
2025Q2,SG,Autres,-44.15,Forecast
2025Q2,SG,Etablissements médico-sociaux,31.15,Forecast
2025Q2,SG,Hôpitaux (ambulatoire),-138.60,Forecast
2025Q2,SG,Hôpitaux (séjours),207.81,Forecast
2025Q2,SG,Laboratoire cabinet médical,13.62,Forecast
2025Q2,SG,Laboratoires,-0.39,Forecast
2025Q2,SG,Médecins (ambulatoire) sans laboratoire,46.16,Forecast
2025Q2,SG,Médicaments (médecin),84.24,Forecast
2025Q2,SG,Pharmacies,-44.18,Forecast
2025Q2,SG,Physiothérapeutes,-23.01,Forecast
2025Q2,SG,SPITEX (soins à domicile),-16.33,Forecast
2025Q2,SG,Total,116.30,Forecast
2025Q2,SH,Autres,-64.20,Forecast
2025Q2,SH,Etablissements médico-sociaux,40.16,Forecast
2025Q2,SH,Hôpitaux (ambulatoire),-183.34,Forecast
2025Q2,SH,Hôpitaux (séjours),184.41,Forecast
2025Q2,SH,Laboratoire cabinet médical,12.52,Forecast
2025Q2,SH,Laboratoires,-4.17,Forecast
2025Q2,SH,Médecins (ambulatoire) sans laboratoire,-2.37,Forecast
2025Q2,SH,Médicaments (médecin),55.24,Forecast
2025Q2,SH,Pharmacies,-8.35,Forecast
2025Q2,SH,Physiothérapeutes,-27.09,Forecast
2025Q2,SH,SPITEX (soins à domicile),-17.99,Forecast
2025Q2,SH,Total,-15.19,Forecast
2025Q2,SO,Autres,-51.01,Forecast
2025Q2,SO,Etablissements médico-sociaux,28.25,Forecast
2025Q2,SO,Hôpitaux (ambulatoire),-137.67,Forecast
2025Q2,SO,Hôpitaux (séjours),212.74,Forecast
2025Q2,SO,Laboratoire cabinet médical,14.95,Forecast
2025Q2,SO,Laboratoires,-2.04,Forecast
2025Q2,SO,Médecins (ambulatoire) sans laboratoire,38.77,Forecast
2025Q2,SO,Médicaments (médecin),76.88,Forecast
2025Q2,SO,Pharmacies,-14.99,Forecast
2025Q2,SO,Physiothérapeutes,-30.23,Forecast
2025Q2,SO,SPITEX (soins à domicile),-13.94,Forecast
2025Q2,SO,Total,121.70,Forecast
2025Q2,SZ,Autres,-43.81,Forecast
2025Q2,SZ,Etablissements médico-sociaux,28.50,Forecast
2025Q2,SZ,Hôpitaux (ambulatoire),-131.07,Forecast
2025Q2,SZ,Hôpitaux (séjours),178.31,Forecast
2025Q2,SZ,Laboratoire cabinet médical,17.36,Forecast
2025Q2,SZ,Laboratoires,7.81,Forecast
2025Q2,SZ,Médecins (ambulatoire) sans laboratoire,89.40,Forecast
2025Q2,SZ,Médicaments (médecin),87.36,Forecast
2025Q2,SZ,Pharmacies,-45.23,Forecast
2025Q2,SZ,Physiothérapeutes,-17.63,Forecast
2025Q2,SZ,SPITEX (soins à domicile),-14.58,Forecast
2025Q2,SZ,Total,156.41,Forecast
2025Q2,TG,Autres,-36.13,Forecast
2025Q2,TG,Etablissements médico-sociaux,31.64,Forecast
2025Q2,TG,Hôpitaux (ambulatoire),-96.77,Forecast
2025Q2,TG,Hôpitaux (séjours),202.05,Forecast
2025Q2,TG,Laboratoire cabinet médical,11.95,Forecast
2025Q2,TG,Laboratoires,-2.30,Forecast
2025Q2,TG,Médecins (ambulatoire) sans laboratoire,31.49,Forecast
2025Q2,TG,Médicaments (médecin),69.60,Forecast
2025Q2,TG,Pharmacies,-29.39,Forecast
2025Q2,TG,Physiothérapeutes,-13.58,Forecast
2025Q2,TG,SPITEX (soins à domicile),-9.71,Forecast
2025Q2,TG,Total,158.82,Forecast
2025Q2,TI,Autres,-36.46,Forecast
2025Q2,TI,Etablissements médico-sociaux,65.60,Forecast
2025Q2,TI,Hôpitaux (ambulatoire),-271.14,Forecast
2025Q2,TI,Hôpitaux (séjours),223.30,Forecast
2025Q2,TI,Laboratoire cabinet médical,11.66,Forecast
2025Q2,TI,Laboratoires,5.37,Forecast
2025Q2,TI,Médecins (ambulatoire) sans laboratoire,48.61,Forecast
2025Q2,TI,Médicaments (médecin),-36.15,Forecast
2025Q2,TI,Pharmacies,57.82,Forecast
2025Q2,TI,Physiothérapeutes,-22.89,Forecast
2025Q2,TI,SPITEX (soins à domicile),-2.57,Forecast
2025Q2,TI,Total,43.08,Forecast
2025Q2,UR,Autres,-58.85,Forecast
2025Q2,UR,Etablissements médico-sociaux,43.33,Forecast
2025Q2,UR,Hôpitaux (ambulatoire),-88.70,Forecast
2025Q2,UR,Hôpitaux (séjours),167.15,Forecast
2025Q2,UR,Laboratoire cabinet médical,13.13,Forecast
2025Q2,UR,Laboratoires,-5.27,Forecast
2025Q2,UR,Médecins (ambulatoire) sans laboratoire,-24.35,Forecast
2025Q2,UR,Médicaments (médecin),68.65,Forecast
2025Q2,UR,Pharmacies,-69.50,Forecast
2025Q2,UR,Physiothérapeutes,-30.31,Forecast
2025Q2,UR,SPITEX (soins à domicile),-19.52,Forecast
2025Q2,UR,Total,-4.28,Forecast
2025Q2,VD,Autres,-29.45,Forecast
2025Q2,VD,Etablissements médico-sociaux,30.14,Forecast
2025Q2,VD,Hôpitaux (ambulatoire),-148.69,Forecast
2025Q2,VD,Hôpitaux (séjours),179.91,Forecast
2025Q2,VD,Laboratoire cabinet médical,6.98,Forecast
2025Q2,VD,Laboratoires,7.94,Forecast
2025Q2,VD,Médecins (ambulatoire) sans laboratoire,79.86,Forecast
2025Q2,VD,Médicaments (médecin),-26.80,Forecast
2025Q2,VD,Pharmacies,68.49,Forecast
2025Q2,VD,Physiothérapeutes,-26.89,Forecast
2025Q2,VD,SPITEX (soins à domicile),-1.89,Forecast
2025Q2,VD,Total,139.55,Forecast
2025Q2,VS,Autres,-30.34,Forecast
2025Q2,VS,Etablissements médico-sociaux,41.09,Forecast
2025Q2,VS,Hôpitaux (ambulatoire),-125.27,Forecast
2025Q2,VS,Hôpitaux (séjours),165.54,Forecast
2025Q2,VS,Laboratoire cabinet médical,11.53,Forecast
2025Q2,VS,Laboratoires,0.75,Forecast
2025Q2,VS,Médecins (ambulatoire) sans laboratoire,66.15,Forecast
2025Q2,VS,Médicaments (médecin),-19.11,Forecast
2025Q2,VS,Pharmacies,84.26,Forecast
2025Q2,VS,Physiothérapeutes,-19.21,Forecast
2025Q2,VS,SPITEX (soins à domicile),-6.63,Forecast
2025Q2,VS,Total,168.73,Forecast
2025Q2,ZG,Autres,-43.84,Forecast
2025Q2,ZG,Etablissements médico-sociaux,22.65,Forecast
2025Q2,ZG,Hôpitaux (ambulatoire),-194.71,Forecast
2025Q2,ZG,Hôpitaux (séjours),152.58,Forecast
2025Q2,ZG,Laboratoire cabinet médical,11.94,Forecast
2025Q2,ZG,Laboratoires,11.39,Forecast
2025Q2,ZG,Médecins (ambulatoire) sans laboratoire,66.79,Forecast
2025Q2,ZG,Médicaments (médecin),58.16,Forecast
2025Q2,ZG,Pharmacies,-28.40,Forecast
2025Q2,ZG,Physiothérapeutes,-18.57,Forecast
2025Q2,ZG,SPITEX (soins à domicile),-21.18,Forecast
2025Q2,ZG,Total,16.76,Forecast
2025Q2,ZH,Autres,-34.17,Forecast
2025Q2,ZH,Etablissements médico-sociaux,28.76,Forecast
2025Q2,ZH,Hôpitaux (ambulatoire),-142.89,Forecast
2025Q2,ZH,Hôpitaux (séjours),179.05,Forecast
2025Q2,ZH,Laboratoire cabinet médical,14.31,Forecast
2025Q2,ZH,Laboratoires,6.99,Forecast
2025Q2,ZH,Médecins (ambulatoire) sans laboratoire,115.94,Forecast
2025Q2,ZH,Médicaments (médecin),60.96,Forecast
2025Q2,ZH,Pharmacies,3.01,Forecast
